listing_id,branch_id,agent_address,agent_postcode,short_description,property_id,property_type,address,price_min,price_max,latitude,longitude,lad20cd,lad20nm,tagged_description
47790491,"[""87221""]","[""74 Leytonstone Road, London""]","[""E15 1SQ""]","*Available 02/06/2018* Victor Michael are proud to offer to the market this spacious two double bedroom first floor maisonette located in Forest Gate area, close to Forest Gate Over Ground Station and Stratford City Link and under Ground Station, short walk away from local shops and amenities.",7741577,Maisonette,"[""Windsor Road, Forest Gate, London. E7""]",320,323,51.547825,0.029243,E09000025,Newham,"[('*Available', 'O'), ('02/06/2018*', 'O'), ('Victor', 'O'), ('Michael', 'O'), ('are', 'O'), ('proud', 'O'), ('to', 'O'), ('offer', 'O'), ('to', 'O'), ('the', 'O'), ('market', 'O'), ('this', 'O'), ('spacious', 'O'), ('two', 'O'), ('double', 'O'), ('bedroom', 'O'), ('first', 'O'), ('floor', 'O'), ('maisonette', 'O'), ('located', 'O'), ('in', 'O'), ('Forest', 'B-LOC'), ('Gate', 'I-LOC'), ('area,', 'O'), ('close', 'O'), ('to', 'O'), ('Forest', 'B-LOC'), ('Gate', 'I-LOC'), ('Over', 'O'), ('Ground', 'O'), ('Station', 'O'), ('and', 'O'), ('Stratford', 'B-LOC'), ('City', 'O'), ('Link', 'O'), ('and', 'O'), ('under', 'O'), ('Ground', 'O'), ('Station,', 'O'), ('short', 'O'), ('walk', 'O'), ('away', 'O'), ('from', 'O'), ('local', 'O'), ('shops', 'O'), ('and', 'O'), ('amenities.', 'O')]"
48560957,"[""72250""]","[""1 College Yard, 56 Winchester Avenue, London""]","[""NW6 7UA""]","***one room to rent*** *Short &amp; Long Let* summer special offer! Don  miss it!  Double Room to Rent in High Street Kensington, Central London, All Bills Included.",28748113,Flat,"[""Gloucester Road, High Street Kensington, Central London W8""]",277,277,51.49551,-0.194366,E09000020,Kensington and Chelsea,"[('***one', 'O'), ('room', 'O'), ('to', 'O'), ('rent***', 'O'), ('*Short', 'O'),  ('Long', 'O'), ('Let*', 'O'), ('summer', 'O'), ('special', 'O'), ('offer!', 'O'), ('Don ', 'O'), ('miss', 'O'), ('it!', 'O'), ('Double', 'O'), ('Room', 'O'), ('to', 'O'), ('Rent', 'O'), ('in', 'O'), ('High', 'O'), ('Street', 'O'), ('Kensington,', 'O'), ('Central', 'O'), ('London,', 'O'), ('All', 'O'), ('Bills', 'O'), ('Included.', 'O')]"
50396253,"[""29897""]","[""6 Clapham High Street, London""]","[""SW4 7UT""]","Fully managed - A stunning two bedroom apartment located on the 9th floor of a secure, modern, serviced building. With two bathrooms, the apartment located in Pinto Tower, in Nine Elms Point.",32148731,Flat,"[""Hebden Place, London SW8""]",571,571,51.480522,-0.128393,E09000022,Lambeth,"[('Fully', 'O'), ('managed', 'O'), ('-', 'O'), ('A', 'O'), ('stunning', 'O'), ('two', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('located', 'O'), ('on', 'O'), ('the', 'O'), ('9th', 'O'), ('floor', 'O'), ('of', 'O'), ('a', 'O'), ('secure,', 'O'), ('modern,', 'O'), ('serviced', 'O'), ('building.', 'O'), ('With', 'O'), ('two', 'O'), ('bathrooms,', 'O'), ('the', 'O'), ('apartment', 'O'), ('located', 'O'), ('in', 'O'), ('Pinto', 'O'), ('Tower,', 'O'), ('in', 'O'), ('Nine', 'B-LOC'), ('Elms', 'I-LOC'), ('Point.', 'O')]"
49297402,"[""10305""]","[""153 Upper Richmond Road, London""]","[""SW15 2TX""]","Well presented, 2 double bedroom apartment, spacious reception, separate kitchen, bathroom. Conveniently located within walking distance of Putney High Street - Available furnished from 5 December Long let",23313203,Flat,"[""Radcliffe Square, Putney, London SW15""]",381,381,51.45552,-0.21847,E09000032,Wandsworth,"[('Well', 'O'), ('presented,', 'O'), ('2', 'O'), ('double', 'O'), ('bedroom', 'O'), ('apartment,', 'O'), ('spacious', 'O'), ('reception,', 'O'), ('separate', 'O'), ('kitchen,', 'O'), ('bathroom.', 'O'), ('Conveniently', 'O'), ('located', 'O'), ('within', 'O'), ('walking', 'O'), ('distance', 'O'), ('of', 'O'), ('Putney', 'B-LOC'), ('High', 'O'), ('Street', 'O'), ('-', 'O'), ('Available', 'O'), ('furnished', 'O'), ('from', 'O'), ('5', 'O'), ('December', 'O'), ('Long', 'O'), ('let', 'O')]"
42579040,"[""13445""]","[""88 Belsize Lane, Hampstead, London""]","[""NW3 5BE""]","<p class=""top"">This Three Double Bedroom First Floor Flat is situated within an imposing period property and located moments away from Highgate Underground Station (Northern Line) and the highly sought after 'Highgate Village' with boutique style shops, bars and restaurants. The Fantastic Apartment comprises of three double bedrooms, an open-plan lounge/fitted kitchen with large windows and skylights plus 2 shower rooms. The apartment is well presented and offers easy access to the City and West End via both bus routes and the nearby Tube Stations (Highgate &amp; Archway, Zone 2). The beautiful open spaces of Highgate Wood, Hampstead Heath and the vast shopping parade of Muswell Hill Broadway are also nearby. Furnished / Sorry No Pets / Ideal for Sharers / Minimum 12 Month Lettings / Council Tax Band C. Available from 14th February 2018. For more details, similar properties Or to arrange a viewing: Visit </p><h3 class=""listing-desc-header top""><strong>Viewing</strong></h3><p class=""top"">Contact PropertyTime for Viewing / </p>",30640739,Flat,"[""Archway Road, Highgate, London N6""]",375,415,51.573917,-0.142036,E09000014,Haringey,"[('<p', 'O'), ('class=""top"">This', 'O'), ('Three', 'O'), ('Double', 'O'), ('Bedroom', 'O'), ('First', 'O'), ('Floor', 'O'), ('Flat', 'O'), ('is', 'O'), ('situated', 'O'), ('within', 'O'), ('an', 'O'), ('imposing', 'O'), ('period', 'O'), ('property', 'O'), ('and', 'O'), ('located', 'O'), ('moments', 'O'), ('away', 'O'), ('from', 'O'), ('Highgate', 'B-LOC'), ('Underground', 'O'), ('Station', 'O'), ('(Northern', 'O'), ('Line)', 'O'), ('and', 'O'), ('the', 'O'), ('highly', 'O'), ('sought', 'O'), ('after', 'O'), (""'Highgate"", 'O'), (""Village'"", 'O'), ('with', 'O'), ('boutique', 'O'), ('style', 'O'), ('shops,', 'O'), ('bars', 'O'), ('and', 'O'), ('restaurants.', 'O'), ('The', 'O'), ('Fantastic', 'O'), ('Apartment', 'O'), ('comprises', 'O'), ('of', 'O'), ('three', 'O'), ('double', 'O'), ('bedrooms,', 'O'), ('an', 'O'), ('open-plan', 'O'), ('lounge/fitted', 'O'), ('kitchen', 'O'), ('with', 'O'), ('large', 'O'), ('windows', 'O'), ('and', 'O'), ('skylights', 'O'), ('plus', 'O'), ('2', 'O'), ('shower', 'O'), ('rooms.', 'O'), ('The', 'O'), ('apartment', 'O'), ('is', 'O'), ('well', 'O'), ('presented', 'O'), ('and', 'O'), ('offers', 'O'), ('easy', 'O'), ('access', 'O'), ('to', 'O'), ('the', 'O'), ('City', 'O'), ('and', 'O'), ('West', 'O'), ('End', 'O'), ('via', 'O'), ('both', 'O'), ('bus', 'O'), ('routes', 'O'), ('and', 'O'), ('the', 'O'), ('nearby', 'O'), ('Tube', 'O'), ('Stations', 'O'), ('(Highgate', 'O'),  ('Archway,', 'O'), ('Zone', 'O'), ('2).', 'O'), ('The', 'O'), ('beautiful', 'O'), ('open', 'O'), ('spaces', 'O'), ('of', 'O'), ('Highgate', 'B-LOC'), ('Wood,', 'O'), ('Hampstead', 'B-LOC'), ('Heath', 'O'), ('and', 'O'), ('the', 'O'), ('vast', 'O'), ('shopping', 'O'), ('parade', 'O'), ('of', 'O'), ('Muswell', 'B-LOC'), ('Hill', 'I-LOC'), ('Broadway', 'O'), ('are', 'O'), ('also', 'O'), ('nearby.', 'O'), ('Furnished', 'O'), ('/', 'O'), ('Sorry', 'O'), ('No', 'O'), ('Pets', 'O'), ('/', 'O'), ('Ideal', 'O'), ('for', 'O'), ('Sharers', 'O'), ('/', 'O'), ('Minimum', 'O'), ('12', 'O'), ('Month', 'O'), ('Lettings', 'O'), ('/', 'O'), ('Council', 'O'), ('Tax', 'O'), ('Band', 'O'), ('C.', 'O'), ('Available', 'O'), ('from', 'O'), ('14th', 'O'), ('February', 'O'), ('2018.', 'O'), ('For', 'O'), ('more', 'O'), ('details,', 'O'), ('similar', 'O'), ('properties', 'O'), ('Or', 'O'), ('to', 'O'), ('arrange', 'O'), ('a', 'O'), ('viewing:', 'O'), ('Visit', 'O'), ('</p><h3', 'O'), ('class=""listing-desc-header', 'O'), ('top""><strong>Viewing</strong></h3><p', 'O'), ('class=""top"">Contact', 'O'), ('PropertyTime', 'O'), ('for', 'O'), ('Viewing', 'O'), ('/', 'O'), ('</p>', 'O')]"
47743110,"[""33745""]","[""25 Chipstead Valley Road, Coulsdon""]","[""CR5 2RB""]","<p class=""top"">This well presented 1st floor apartment is centrally located within easy walking distance of both Coulsdon South &amp; Coulsdon Town Stations. The property was redecorated throughout around 8 months ago and offers: Large studio room with a double aspect, separate kitchen, bathroom and dressing area/walk in wardrobe. The property also benefits from 1 allocated parking space.  Sorry but No dss, no pets &amp; no children  Council Tax Band 'B' - (25% discount for single occupancy)</p>",5309489,Studio,"[""Station Approach, Coulsdon North, Coulsdon CR5""]",160,160,51.31966,-0.137531,E09000008,Croydon,"[('<p', 'O'), ('class=""top"">This', 'O'), ('well', 'O'), ('presented', 'O'), ('1st', 'O'), ('floor', 'O'), ('apartment', 'O'), ('is', 'O'), ('centrally', 'O'), ('located', 'O'), ('within', 'O'), ('easy', 'O'), ('walking', 'O'), ('distance', 'O'), ('of', 'O'), ('both', 'O'), ('Coulsdon', 'B-LOC'), ('South', 'O'),  ('Coulsdon', 'B-LOC'), ('Town', 'O'), ('Stations.', 'O'), ('The', 'O'), ('property', 'O'), ('was', 'O'), ('redecorated', 'O'), ('throughout', 'O'), ('around', 'O'), ('8', 'O'), ('months', 'O'), ('ago', 'O'), ('and', 'O'), ('offers:', 'O'), ('Large', 'O'), ('studio', 'O'), ('room', 'O'), ('with', 'O'), ('a', 'O'), ('double', 'O'), ('aspect,', 'O'), ('separate', 'O'), ('kitchen,', 'O'), ('bathroom', 'O'), ('and', 'O'), ('dressing', 'O'), ('area/walk', 'O'), ('in', 'O'), ('wardrobe.', 'O'), ('The', 'O'), ('property', 'O'), ('also', 'O'), ('benefits', 'O'), ('from', 'O'), ('1', 'O'), ('allocated', 'O'), ('parking', 'O'), ('space.', 'O'), ('Sorry', 'O'), ('but', 'O'), ('No', 'O'), ('dss,', 'O'), ('no', 'O'), ('pets', 'O'),  ('no', 'O'), ('children', 'O'), ('Council', 'O'), ('Tax', 'O'), ('Band', 'O'), (""'B'"", 'O'), ('-', 'O'), ('(25%', 'O'), ('discount', 'O'), ('for', 'O'), ('single', 'O'), ('occupancy)</p>', 'O')]"
47733671,"[""30027""]","[""77-79 Ebury Street, London""]","[""SW1W 0NZ""]",A contemporary one bedroom apartment located in the heart of Mayfair. Moments from Hyde Park and Bond Street underground station.,32462817,Flat,"[""North Audley Street, Mayfair W1K""]",1950,1950,51.513,-0.153191,E09000033,Westminster,"[('A', 'O'), ('contemporary', 'O'), ('one', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('located', 'O'), ('in', 'O'), ('the', 'O'), ('heart', 'O'), ('of', 'O'), ('Mayfair.', 'O'), ('Moments', 'O'), ('from', 'O'), ('Hyde', 'O'), ('Park', 'O'), ('and', 'O'), ('Bond', 'O'), ('Street', 'O'), ('underground', 'O'), ('station.', 'O')]"
40363469,"[""2526""]","[""34 Christchurch Road, Colliers Wood, London""]","[""SW19 2NX""]","<p class=""top"">We are pleased to offer for rent this ground floor 2 bedroom apartment which can be found on this popular development located on the borders of Colliers Wood. The property consists of a fitted bathroom, modern kitchen and a separate reception room. It comes unfurnished and is available 7th November. Viewings are highly recommended.</p>",5298542,Flat,"[""Heathfield Drive, Mitcham CR4""]",265,265,51.41322,-0.170963,E09000024,Merton,"[('<p', 'O'), ('class=""top"">We', 'O'), ('are', 'O'), ('pleased', 'O'), ('to', 'O'), ('offer', 'O'), ('for', 'O'), ('rent', 'O'), ('this', 'O'), ('ground', 'O'), ('floor', 'O'), ('2', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('which', 'O'), ('can', 'O'), ('be', 'O'), ('found', 'O'), ('on', 'O'), ('this', 'O'), ('popular', 'O'), ('development', 'O'), ('located', 'O'), ('on', 'O'), ('the', 'O'), ('borders', 'O'), ('of', 'O'), ('Colliers', 'O'), ('Wood.', 'O'), ('The', 'O'), ('property', 'O'), ('consists', 'O'), ('of', 'O'), ('a', 'O'), ('fitted', 'O'), ('bathroom,', 'O'), ('modern', 'O'), ('kitchen', 'O'), ('and', 'O'), ('a', 'O'), ('separate', 'O'), ('reception', 'O'), ('room.', 'O'), ('It', 'O'), ('comes', 'O'), ('unfurnished', 'O'), ('and', 'O'), ('is', 'O'), ('available', 'O'), ('7th', 'O'), ('November.', 'O'), ('Viewings', 'O'), ('are', 'O'), ('highly', 'O'), ('recommended.</p>', 'O')]"
48913897,"[""29824""]","[""14 Tiller Road, London""]","[""E14 8PX""]","Stunning well designed 4 bedroom apartment with water views located in the heart of the Paddington Basin and very close to the well known West End Quay. The apartment benefits from 24-hour concierge, lift service, CCTV and secure underground parking.",29292722,Flat,"[""Merchant Square East, London W2""]",1895,1895,51.519073,-0.171222,E09000033,Westminster,"[('Stunning', 'O'), ('well', 'O'), ('designed', 'O'), ('4', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('with', 'O'), ('water', 'O'), ('views', 'O'), ('located', 'O'), ('in', 'O'), ('the', 'O'), ('heart', 'O'), ('of', 'O'), ('the', 'O'), ('Paddington', 'B-LOC'), ('Basin', 'O'), ('and', 'O'), ('very', 'O'), ('close', 'O'), ('to', 'O'), ('the', 'O'), ('well', 'O'), ('known', 'O'), ('West', 'O'), ('End', 'O'), ('Quay.', 'O'), ('The', 'O'), ('apartment', 'O'), ('benefits', 'O'), ('from', 'O'), ('24-hour', 'O'), ('concierge,', 'O'), ('lift', 'O'), ('service,', 'O'), ('CCTV', 'O'), ('and', 'O'), ('secure', 'O'), ('underground', 'O'), ('parking.', 'O')]"
49791343,"[""99071""]","[""70 Gracechurch Street, London""]","[""EC3V 0XL""]","<p class=""top"">We love our tenants at Yooodle that's why we have abolished all tenant fees when moving.  A fantastic opportunity to rent a one bedroom apartment within this sensational and unique Victorian Mansion block. Be wowed as soon as you approach the entrance, and just fall in love with the idea of living within such a spectacular and quirky building.  When you enter the apartment itself you can  wait to show your home off to guests as you make your way through this newly renovated and high specification property.  Marvel at the fantastic size and high ceilings that greets you in the living space enhanced by the original windows. You will not have to worry about noise from the appliances as they are integrated in the gorgeous modern kitchen area.  The apartment offers fantastic views and is arguably situated within the best position in Hammersmith - being tucked away. You will be sure to find peace and quiet here.  As well as that you are still situated close to a choice of stations including Ravenscourt Park, Stamford Brook and Hammersmith - all only a short distance away.</p>",25078163,Flat,"[""Hamlet Gardens, London W6""]",465,465,51.49433,-0.241505,E09000013,Hammersmith and Fulham,"[('<p', 'O'), ('class=""top"">We', 'O'), ('love', 'O'), ('our', 'O'), ('tenants', 'O'), ('at', 'O'), ('Yooodle', 'O'), (""that's"", 'O'), ('why', 'O'), ('we', 'O'), ('have', 'O'), ('abolished', 'O'), ('all', 'O'), ('tenant', 'O'), ('fees', 'O'), ('when', 'O'), ('moving.', 'O'), ('A', 'O'), ('fantastic', 'O'), ('opportunity', 'O'), ('to', 'O'), ('rent', 'O'), ('a', 'O'), ('one', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('within', 'O'), ('this', 'O'), ('sensational', 'O'), ('and', 'O'), ('unique', 'O'), ('Victorian', 'O'), ('Mansion', 'O'), ('block.', 'O'), ('Be', 'O'), ('wowed', 'O'), ('as', 'O'), ('soon', 'O'), ('as', 'O'), ('you', 'O'), ('approach', 'O'), ('the', 'O'), ('entrance,', 'O'), ('and', 'O'), ('just', 'O'), ('fall', 'O'), ('in', 'O'), ('love', 'O'), ('with', 'O'), ('the', 'O'), ('idea', 'O'), ('of', 'O'), ('living', 'O'), ('within', 'O'), ('such', 'O'), ('a', 'O'), ('spectacular', 'O'), ('and', 'O'), ('quirky', 'O'), ('building.', 'O'), ('When', 'O'), ('you', 'O'), ('enter', 'O'), ('the', 'O'), ('apartment', 'O'), ('itself', 'O'), ('you', 'O'), ('can ', 'O'), ('wait', 'O'), ('to', 'O'), ('show', 'O'), ('your', 'O'), ('home', 'O'), ('off', 'O'), ('to', 'O'), ('guests', 'O'), ('as', 'O'), ('you', 'O'), ('make', 'O'), ('your', 'O'), ('way', 'O'), ('through', 'O'), ('this', 'O'), ('newly', 'O'), ('renovated', 'O'), ('and', 'O'), ('high', 'O'), ('specification', 'O'), ('property.', 'O'), ('Marvel', 'O'), ('at', 'O'), ('the', 'O'), ('fantastic', 'O'), ('size', 'O'), ('and', 'O'), ('high', 'O'), ('ceilings', 'O'), ('that', 'O'), ('greets', 'O'), ('you', 'O'), ('in', 'O'), ('the', 'O'), ('living', 'O'), ('space', 'O'), ('enhanced', 'O'), ('by', 'O'), ('the', 'O'), ('original', 'O'), ('windows.', 'O'), ('You', 'O'), ('will', 'O'), ('not', 'O'), ('have', 'O'), ('to', 'O'), ('worry', 'O'), ('about', 'O'), ('noise', 'O'), ('from', 'O'), ('the', 'O'), ('appliances', 'O'), ('as', 'O'), ('they', 'O'), ('are', 'O'), ('integrated', 'O'), ('in', 'O'), ('the', 'O'), ('gorgeous', 'O'), ('modern', 'O'), ('kitchen', 'O'), ('area.', 'O'), ('The', 'O'), ('apartment', 'O'), ('offers', 'O'), ('fantastic', 'O'), ('views', 'O'), ('and', 'O'), ('is', 'O'), ('arguably', 'O'), ('situated', 'O'), ('within', 'O'), ('the', 'O'), ('best', 'O'), ('position', 'O'), ('in', 'O'), ('Hammersmith', 'B-LOC'), ('-', 'O'), ('being', 'O'), ('tucked', 'O'), ('away.', 'O'), ('You', 'O'), ('will', 'O'), ('be', 'O'), ('sure', 'O'), ('to', 'O'), ('find', 'O'), ('peace', 'O'), ('and', 'O'), ('quiet', 'O'), ('here.', 'O'), ('As', 'O'), ('well', 'O'), ('as', 'O'), ('that', 'O'), ('you', 'O'), ('are', 'O'), ('still', 'O'), ('situated', 'O'), ('close', 'O'), ('to', 'O'), ('a', 'O'), ('choice', 'O'), ('of', 'O'), ('stations', 'O'), ('including', 'O'), ('Ravenscourt', 'O'), ('Park,', 'O'), ('Stamford', 'O'), ('Brook', 'O'), ('and', 'O'), ('Hammersmith', 'B-LOC'), ('-', 'O'), ('all', 'O'), ('only', 'O'), ('a', 'O'), ('short', 'O'), ('distance', 'O'), ('away.</p>', 'O')]"
44691344,"[""12272""]","[""Unit 11 Flagstaff House, St.George's Wharf, London""]","[""SW8 2LZ""]",This well presented two double bedroom apartment on the 6th floor of Flagstaff House at St. George Wharf is an excellent choice for your next property.,23202521,Flat,"[""Flagstaff House, St George Wharf, Wandsworth Road, London SW8""]",519,535,51.485638,-0.126052,E09000022,Lambeth,"[('This', 'O'), ('well', 'O'), ('presented', 'O'), ('two', 'O'), ('double', 'O'), ('bedroom', 'O'), ('apartment', 'O'), ('on', 'O'), ('the', 'O'), ('6th', 'O'), ('floor', 'O'), ('of', 'O'), ('Flagstaff', 'O'), ('House', 'O'), ('at', 'O'), ('St.', 'O'), ('George', 'O'), ('Wharf', 'O'), ('is', 'O'), ('an', 'O'), ('excellent', 'O'), ('choice', 'O'), ('for', 'O'), ('your', 'O'), ('next', 'O'), ('property.', 'O')]"
49192258,"[""66370""]","[""7 Lower Sloane Street, London""]","[""SW1W 8AH""]",**short let** all bills included. A beautifully presented two bedroom two bathroom apartment located on the fourth floor of this well maintained building close to Sloane Square.,23100350,Flat,"[""Lower Sloane Street, London SW1W""]",1350,1350,51.48987,-0.156027,E09000020,Kensington and Chelsea,"[('**short', 'O'), ('let**', 'O'), ('all', 'O'), ('bills', 'O'), ('included.', 'O'), ('A', 'O'), ('beautifully', 'O'), ('presented', 'O'), ('two', 'O'), ('bedroom', 'O'), ('two', 'O'), ('bathroom', 'O'), ('apartment', 'O'), ('located', 'O'), ('on', 'O'), ('the', 'O'), ('fourth', 'O'), ('floor', 'O'), ('of', 'O'), ('this', 'O'), ('well', 'O'), ('maintained', 'O'), ('building', 'O'), ('close', 'O'), ('to', 'O'), ('Sloane', 'O'), ('Square.', 'O')]"
47605669,"[""85477""]","[""369 Brockley Road, London""]","[""SE4 2AG""]","Peter James are proud to present this well lit, spacious two bedroom maisonette with private front garden and back patio. A stones through away from Beckenham Road Tram Stop with links to Croydon. Also close to Clock House and Kent House station linking to London Victoria &amp; London Bridge sta...",2521135,Maisonette,"[""Thayers Farm Road, Beckenham BR3""]",323,323,51.40997,-0.041202,E09000006,Bromley,"[('Peter', 'O'), ('James', 'O'), ('are', 'O'), ('proud', 'O'), ('to', 'O'), ('present', 'O'), ('this', 'O'), ('well', 'O'), ('lit,', 'O'), ('spacious', 'O'), ('two', 'O'), ('bedroom', 'O'), ('maisonette', 'O'), ('with', 'O'), ('private', 'O'), ('front', 'O'), ('garden', 'O'), ('and', 'O'), ('back', 'O'), ('patio.', 'O'), ('A', 'O'), ('stones', 'O'), ('through', 'O'), ('away', 'O'), ('from', 'O'), ('Beckenham', 'B-LOC'), ('Road', 'O'), ('Tram', 'O'), ('Stop', 'O'), ('with', 'O'), ('links', 'O'), ('to', 'O'), ('Croydon.', 'O'), ('Also', 'O'), ('close', 'O'), ('to', 'O'), ('Clock', 'O'), ('House', 'O'), ('and', 'O'), ('Kent', 'O'), ('House', 'O'), ('station', 'O'), ('linking', 'O'), ('to', 'O'), ('London', 'O'), ('Victoria', 'O'),  ('London', 'O'), ('Bridge', 'O'), ('sta...', 'O')]"
41902178,"[""35919""]","[""3-5 Globe Road, London""]","[""E1 4DT""]","A sensational double room in the heart of Stratford. This modern double room for single use is located near to one of the biggest transport hubs in the UK, within a 5 minute walk of DLR, tube, bus, national and international transport services",7875272,Studio,"[""Oxford Road, Stratford E15""]",175,175,51.54374,0.00127,E09000025,Newham,"[('A', 'O'), ('sensational', 'O'), ('double', 'O'), ('room', 'O'), ('in', 'O'), ('the', 'O'), ('heart', 'O'), ('of', 'O'), ('Stratford.', 'O'), ('This', 'O'), ('modern', 'O'), ('double', 'O'), ('room', 'O'), ('for', 'O'), ('single', 'O'), ('use', 'O'), ('is', 'O'), ('located', 'O'), ('near', 'O'), ('to', 'O'), ('one', 'O'), ('of', 'O'), ('the', 'O'), ('biggest', 'O'), ('transport', 'O'), ('hubs', 'O'), ('in', 'O'), ('the', 'O'), ('UK,', 'O'), ('within', 'O'), ('a', 'O'), ('5', 'O'), ('minute', 'O'), ('walk', 'O'), ('of', 'O'), ('DLR,', 'O'), ('tube,', 'O'), ('bus,', 'O'), ('national', 'O'), ('and', 'O'), ('international', 'O'), ('transport', 'O'), ('services', 'O')]"
47550445,"[""60367""]","[""9 Burroughs Gardens, Hendon, London""]","[""NW4 4AU""]","Spacious 4/5 double bedroom flat in Hendon, mins away from Middlesex University, Hendon Central tube station and the local amenities.  Available from 11 September 2018!",31170967,Flat,"[""Finchley Lane, Hendon, London NW4""]",669,669,51.589752,-0.220947,E09000003,Barnet,"[('Spacious', 'O'), ('4/5', 'O'), ('double', 'O'), ('bedroom', 'O'), ('flat', 'O'), ('in', 'O'), ('Hendon,', 'O'), ('mins', 'O'), ('away', 'O'), ('from', 'O'), ('Middlesex', 'O'), ('University,', 'O'), ('Hendon', 'B-LOC'), ('Central', 'O'), ('tube', 'O'), ('station', 'O'), ('and', 'O'), ('the', 'O'), ('local', 'O'), ('amenities.', 'O'), ('Available', 'O'), ('from', 'O'), ('11', 'O'), ('September', 'O'), ('2018!', 'O')]"
48776763,"[""16941""]","[""15 Linen House, 253 Kilburn Lane, London""]","[""W10 4BQ""]","A newly refurbished 4/5 bedroom house, with off street parking and own driveway.Walking distance of New Malden High street, easy access to A3 and near bus stops. -New Central heating and electrics - Near good local s... ** Property Reference: 5723001 **",11776911,Semi-detached house,"[""Woodfield Gardens, New Malden KT3""]",460,460,51.39591,-0.251219,E09000021,Kingston upon Thames,"[('A', 'O'), ('newly', 'O'), ('refurbished', 'O'), ('4/5', 'O'), ('bedroom', 'O'), ('house,', 'O'), ('with', 'O'), ('off', 'O'), ('street', 'O'), ('parking', 'O'), ('and', 'O'), ('own', 'O'), ('driveway.Walking', 'O'), ('distance', 'O'), ('of', 'O'), ('New', 'B-LOC'), ('Malden', 'I-LOC'), ('High', 'O'), ('street,', 'O'), ('easy', 'O'), ('access', 'O'), ('to', 'O'), ('A3', 'O'), ('and', 'O'), ('near', 'O'), ('bus', 'O'), ('stops.', 'O'), ('-New', 'O'), ('Central', 'O'), ('heating', 'O'), ('and', 'O'), ('electrics', 'O'), ('-', 'O'), ('Near', 'O'), ('good', 'O'), ('local', 'O'), ('s...', 'O'), ('**', 'O'), ('Property', 'O'), ('Reference:', 'O'), ('5723001', 'O'), ('**', 'O')]"
47219687,"[""74768""]","[""15 Greyhound Lane, Streatham, London""]","[""SW16 5NP""]","SW16 are proud to present this 2 bedrooms flat. The property is located in Fulham! The property comprises of 2 double bedrooms, a large living room. The kitchen is fully fitted.",23164199,Flat,"[""Norh End Rd, Fulham SW6""]",369,369,51.482296,-0.200418,E09000013,Hammersmith and Fulham,"[('SW16', 'O'), ('are', 'O'), ('proud', 'O'), ('to', 'O'), ('present', 'O'), ('this', 'O'), ('2', 'O'), ('bedrooms', 'O'), ('flat.', 'O'), ('The', 'O'), ('property', 'O'), ('is', 'O'), ('located', 'O'), ('in', 'O'), ('Fulham!', 'O'), ('The', 'O'), ('property', 'O'), ('comprises', 'O'), ('of', 'O'), ('2', 'O'), ('double', 'O'), ('bedrooms,', 'O'), ('a', 'O'), ('large', 'O'), ('living', 'O'), ('room.', 'O'), ('The', 'O'), ('kitchen', 'O'), ('is', 'O'), ('fully', 'O'), ('fitted.', 'O')]"
50193281,"[""69948""]","[""1 Crescent Arcade, 279 Creek Road, London""]","[""SE10 9EJ""]","A one bedroom, one bathroom apartment on the 3rd floor of Santina Apartments; within the impressive Morello development located in the heart of Croydon. This designer furnished apartment includes a spacious open plan living and dining area, fitted kitchen with integrated appliances, wood flooring...",32653704,Flat,"[""Morello, Santina Apartments, Croydon CR0""]",280,280,51.378128,-0.09149,E09000008,Croydon,"[('A', 'O'), ('one', 'O'), ('bedroom,', 'O'), ('one', 'O'), ('bathroom', 'O'), ('apartment', 'O'), ('on', 'O'), ('the', 'O'), ('3rd', 'O'), ('floor', 'O'), ('of', 'O'), ('Santina', 'O'), ('Apartments;', 'O'), ('within', 'O'), ('the', 'O'), ('impressive', 'O'), ('Morello', 'O'), ('development', 'O'), ('located', 'O'), ('in', 'O'), ('the', 'O'), ('heart', 'O'), ('of', 'O'), ('Croydon.', 'B-LOC'), ('This', 'O'), ('designer', 'O'), ('furnished', 'O'), ('apartment', 'O'), ('includes', 'O'), ('a', 'O'), ('spacious', 'O'), ('open', 'O'), ('plan', 'O'), ('living', 'O'), ('and', 'O'), ('dining', 'O'), ('area,', 'O'), ('fitted', 'O'), ('kitchen', 'O'), ('with', 'O'), ('integrated', 'O'), ('appliances,', 'O'), ('wood', 'O'), ('flooring...', 'O')]"
